,UserId,UUID,Details,Action,ActionType,SessionType,Version,SessionID
81,97bb95f55a,1463290923933,App entered onResume(),App Mode Change,malicious,malicious,5.0,10
82,97bb95f55a,1463290936623,Begin: Sending Password to server,Sending Data,malicious,malicious,5.0,10
83,97bb95f55a,1463290936747,App entered onPause(),App Mode Change,malicious,malicious,5.0,10
84,97bb95f55a,1463290936861,Successful send to server(duration [msec]-size [bytes]);239;30,Sending Data,malicious,malicious,5.0,10
85,97bb95f55a,1463290938250,App entered onDestroy(),App Mode Change,malicious,malicious,5.0,10
86,97bb95f55a,1463320726910,Login screen launched(login app);Skype,Shortcut Tapped,malicious,malicious,5.0,10
87,97bb95f55a,1463320726913,App Entered onCreate(),App Mode Change,malicious,malicious,5.0,10
88,97bb95f55a,1463320727003,App entered onResume(),App Mode Change,malicious,malicious,5.0,10
89,97bb95f55a,1463320731764,Begin: Sending Password to server,Sending Data,malicious,malicious,5.0,10
90,97bb95f55a,1463320731802,App entered onPause(),App Mode Change,malicious,malicious,5.0,10
91,97bb95f55a,1463320731991,Successful send to server(duration [msec]-size [bytes]);227;27,Sending Data,malicious,malicious,5.0,10
92,97bb95f55a,1463320732738,Begin: Sending Password to server,Sending Data,malicious,malicious,5.0,10
93,97bb95f55a,1463320732876,Successful send to server(duration [msec]-size [bytes]);138;27,Sending Data,malicious,malicious,5.0,10
94,97bb95f55a,1463320734349,App entered onDestroy(),App Mode Change,malicious,malicious,5.0,10
95,97bb95f55a,1463420407103,Login screen launched(login app);Facebook,Shortcut Tapped,malicious,malicious,5.0,10
96,97bb95f55a,1463420407158,App Entered onCreate(),App Mode Change,malicious,malicious,5.0,10
97,97bb95f55a,1463420407160,App entered onResume(),App Mode Change,malicious,malicious,5.0,10
98,97bb95f55a,1463420416449,Begin: Sending Password to server,Sending Data,malicious,malicious,5.0,10
99,97bb95f55a,1463420416591,App entered onPause(),App Mode Change,malicious,malicious,5.0,10
100,97bb95f55a,1463420416693,Successful send to server(duration [msec]-size [bytes]);244;30,Sending Data,malicious,malicious,5.0,10
101,97bb95f55a,1463420419503,App entered onDestroy(),App Mode Change,malicious,malicious,5.0,10
102,97bb95f55a,1463421260234,Login screen launched(login app);Skype,Shortcut Tapped,malicious,malicious,5.0,10
103,97bb95f55a,1463421260238,App Entered onCreate(),App Mode Change,malicious,malicious,5.0,10
104,97bb95f55a,1463421260348,App entered onResume(),App Mode Change,malicious,malicious,5.0,10
105,97bb95f55a,1463421267615,Begin: Sending Password to server,Sending Data,malicious,malicious,5.0,10
106,97bb95f55a,1463421267712,App entered onPause(),App Mode Change,malicious,malicious,5.0,10
107,97bb95f55a,1463421267875,Successful send to server(duration [msec]-size [bytes]);265;27,Sending Data,malicious,malicious,5.0,10
108,97bb95f55a,1463421272341,Begin: Sending Password to server,Sending Data,malicious,malicious,5.0,10
109,97bb95f55a,1463421272674,Successful send to server(duration [msec]-size [bytes]);366;27,Sending Data,malicious,malicious,5.0,10
110,97bb95f55a,1463421277851,App entered onDestroy(),App Mode Change,malicious,malicious,5.0,10
111,97bb95f55a,1463421296864,Login screen launched(login app);Facebook,Shortcut Tapped,malicious,malicious,5.0,10
112,97bb95f55a,1463421296921,App Entered onCreate(),App Mode Change,malicious,malicious,5.0,10
113,97bb95f55a,1463421296925,App entered onResume(),App Mode Change,malicious,malicious,5.0,10
114,97bb95f55a,1463421304353,Begin: Sending Password to server,Sending Data,malicious,malicious,5.0,10
115,97bb95f55a,1463421304550,App entered onPause(),App Mode Change,malicious,malicious,5.0,10
116,97bb95f55a,1463421304629,Successful send to server(duration [msec]-size [bytes]);277;30,Sending Data,malicious,malicious,5.0,10
117,97bb95f55a,1463421306253,App entered onDestroy(),App Mode Change,malicious,malicious,5.0,10
118,97bb95f55a,1463465620155,Login screen launched(login app);Facebook,Shortcut Tapped,malicious,malicious,5.0,10
119,97bb95f55a,1463465620207,App Entered onCreate(),App Mode Change,malicious,malicious,5.0,10
120,97bb95f55a,1463465620209,App entered onResume(),App Mode Change,malicious,malicious,5.0,10
121,97bb95f55a,1463465630686,Begin: Sending Password to server,Sending Data,malicious,malicious,5.0,10
122,97bb95f55a,1463465630842,App entered onPause(),App Mode Change,malicious,malicious,5.0,10
123,97bb95f55a,1463465631269,Successful send to server(duration [msec]-size [bytes]);585;30,Sending Data,malicious,malicious,5.0,10
124,97bb95f55a,1463465632818,App entered onDestroy(),App Mode Change,malicious,malicious,5.0,10
125,97bb95f55a,1463480019269,Login screen launched(login app);Skype,Shortcut Tapped,malicious,malicious,5.0,10
126,97bb95f55a,1463480019274,App Entered onCreate(),App Mode Change,malicious,malicious,5.0,10
127,97bb95f55a,1463480019365,App entered onResume(),App Mode Change,malicious,malicious,5.0,10
128,97bb95f55a,1463480029486,App entered onPause(),App Mode Change,malicious,malicious,5.0,10
129,97bb95f55a,1463480030586,App entered onDestroy(),App Mode Change,malicious,malicious,5.0,10
130,97bb95f55a,1463480035699,Login screen launched(login app);Skype,Shortcut Tapped,malicious,malicious,5.0,10
131,97bb95f55a,1463480035701,App Entered onCreate(),App Mode Change,malicious,malicious,5.0,10
132,97bb95f55a,1463480035783,App entered onResume(),App Mode Change,malicious,malicious,5.0,10
133,97bb95f55a,1463480039396,App entered onPause(),App Mode Change,malicious,malicious,5.0,10
134,97bb95f55a,1463480039434,App entered onDestroy(),App Mode Change,malicious,malicious,5.0,10
135,97bb95f55a,1463480040626,Login screen launched(login app);Skype,Shortcut Tapped,malicious,malicious,5.0,10
136,97bb95f55a,1463480040628,App Entered onCreate(),App Mode Change,malicious,malicious,5.0,10
137,97bb95f55a,1463480040639,App entered onResume(),App Mode Change,malicious,malicious,5.0,10
138,97bb95f55a,1463480049676,App entered onPause(),App Mode Change,malicious,malicious,5.0,10
139,97bb95f55a,1463480049707,App entered onDestroy(),App Mode Change,malicious,malicious,5.0,10
140,97bb95f55a,1463507863255,App Entered onCreate(),App Mode Change,benign,malicious,5.0,11
141,97bb95f55a,1463507864447,App entered onResume(),App Mode Change,benign,malicious,5.0,11
142,97bb95f55a,1463507866295,Entered to Level view,View Change,benign,malicious,5.0,11
143,97bb95f55a,1463507867639,Entered to Game view,View Change,benign,malicious,5.0,11
144,97bb95f55a,1463507908636,Entered to Game view,View Change,benign,malicious,5.0,11
145,97bb95f55a,1463507950238,Entered to Game view,View Change,benign,malicious,5.0,11
146,97bb95f55a,1463507983055,Entered to Game view,View Change,benign,malicious,5.0,11
147,97bb95f55a,1463508015632,Entered to Game view,View Change,benign,malicious,5.0,11
148,97bb95f55a,1463508048059,Entered to Level view,View Change,benign,malicious,5.0,11
149,97bb95f55a,1463549205115,Login screen launched(login app);Skype,Shortcut Tapped,malicious,malicious,5.0,11
150,97bb95f55a,1463549205121,App Entered onCreate(),App Mode Change,malicious,malicious,5.0,11
151,97bb95f55a,1463549205221,App entered onResume(),App Mode Change,malicious,malicious,5.0,11
152,97bb95f55a,1463549214719,Begin: Sending Password to server,Sending Data,malicious,malicious,5.0,11
153,97bb95f55a,1463549214783,Begin: Sending Password to server,Sending Data,malicious,malicious,5.0,11
154,97bb95f55a,1463549214801,App entered onPause(),App Mode Change,malicious,malicious,5.0,11
155,97bb95f55a,1463549215025,Successful send to server(duration [msec]-size [bytes]);242;27,Sending Data,malicious,malicious,5.0,11
156,97bb95f55a,1463549220070,App entered onDestroy(),App Mode Change,malicious,malicious,5.0,11
157,97bb95f55a,1463565186705,App Entered onCreate(),App Mode Change,benign,malicious,5.0,12
158,97bb95f55a,1463565188239,App entered onResume(),App Mode Change,benign,malicious,5.0,12
159,97bb95f55a,1463565193360,Entered to Level view,View Change,benign,malicious,5.0,12
160,97bb95f55a,1463565194512,Entered to Game view,View Change,benign,malicious,5.0,12
161,97bb95f55a,1463565231480,Entered to Game view,View Change,benign,malicious,5.0,12
162,97bb95f55a,1463565295918,Entered to Game view,View Change,benign,malicious,5.0,12
163,97bb95f55a,1463565371300,Entered to Game view,View Change,benign,malicious,5.0,12
164,97bb95f55a,1463565422668,Entered to Game view,View Change,benign,malicious,5.0,12
165,97bb95f55a,1463565457769,Entered to Game view,View Change,benign,malicious,5.0,12
166,97bb95f55a,1463565513644,Entered to Game view,View Change,benign,malicious,5.0,12
167,97bb95f55a,1463565533503,Entered to Level view,View Change,benign,malicious,5.0,12
168,97bb95f55a,1463565546710,Login screen launched(login app);Skype,Shortcut Tapped,malicious,malicious,5.0,12
169,97bb95f55a,1463565546711,App Entered onCreate(),App Mode Change,malicious,malicious,5.0,12
170,97bb95f55a,1463565546788,App entered onResume(),App Mode Change,malicious,malicious,5.0,12
171,97bb95f55a,1463565557284,Begin: Sending Password to server,Sending Data,malicious,malicious,5.0,12
172,97bb95f55a,1463565557445,Begin: Sending Password to server,Sending Data,malicious,malicious,5.0,12
173,97bb95f55a,1463565557450,App entered onPause(),App Mode Change,malicious,malicious,5.0,12
174,97bb95f55a,1463565558127,Successful send to server(duration [msec]-size [bytes]);685;27,Sending Data,malicious,malicious,5.0,12
175,97bb95f55a,1463565558137,Successful send to server(duration [msec]-size [bytes]);856;27,Sending Data,malicious,malicious,5.0,12
176,97bb95f55a,1463565559389,Login screen launched(login app);Skype,Shortcut Tapped,malicious,malicious,5.0,12
177,97bb95f55a,1463565559390,App Entered onCreate(),App Mode Change,malicious,malicious,5.0,12
178,97bb95f55a,1463565559454,App entered onResume(),App Mode Change,malicious,malicious,5.0,12
179,97bb95f55a,1463565559460,App entered onDestroy(),App Mode Change,malicious,malicious,5.0,12
180,97bb95f55a,1463565590782,Begin: Sending Password to server,Sending Data,malicious,malicious,5.0,12
181,97bb95f55a,1463565590825,App entered onPause(),App Mode Change,malicious,malicious,5.0,12
182,97bb95f55a,1463565591466,Successful send to server(duration [msec]-size [bytes]);685;27,Sending Data,malicious,malicious,5.0,12
183,97bb95f55a,1463565591784,Begin: Sending Password to server,Sending Data,malicious,malicious,5.0,12
184,97bb95f55a,1463565592387,Successful send to server(duration [msec]-size [bytes]);604;27,Sending Data,malicious,malicious,5.0,12
185,97bb95f55a,1463565596193,App entered onDestroy(),App Mode Change,malicious,malicious,5.0,12
